matchday,date,season,apoints,awin,AwayTeam,HomeTeam,FTHG,FTAG,covid19,HAdyad
16,2011-12-10,1112,3,1,Hoffenheim,Nurnberg,0,2,0,NurnbergHoffenheim
16,2011-12-10,1112,0,0,Wolfsburg,Werder Bremen,4,1,0,Werder BremenWolfsburg
16,2011-12-11,1112,1,0,Kaiserslautern,Dortmund,1,1,0,DortmundKaiserslautern
16,2011-12-11,1112,3,1,Bayern Munich,Stuttgart,1,2,0,StuttgartBayern Munich
16,2011-12-13,1112,1,0,Mainz,FC Koln,1,1,0,FC KolnMainz
17,2011-12-16,1112,0,0,FC Koln,Bayern Munich,3,0,0,Bayern MunichFC Koln
17,2011-12-17,1112,3,1,Dortmund,Freiburg,1,4,0,FreiburgDortmund
17,2011-12-17,1112,1,0,Augsburg,Hamburg,1,1,0,HamburgAugsburg
17,2011-12-17,1112,1,0,Hertha,Hoffenheim,1,1,0,HoffenheimHertha
17,2011-12-17,1112,3,1,Nurnberg,Leverkusen,0,3,0,LeverkusenNurnberg
17,2011-12-17,1112,0,0,Werder Bremen,Schalke 04,5,0,0,Schalke 04Werder Bremen
17,2011-12-17,1112,0,0,Stuttgart,Wolfsburg,1,0,0,WolfsburgStuttgart
17,2011-12-18,1112,1,0,Hannover,Kaiserslautern,1,1,0,KaiserslauternHannover
17,2011-12-18,1112,0,0,Mainz,M'gladbach,1,0,0,M'gladbachMainz
18,2012-01-20,1112,0,0,Bayern Munich,M'gladbach,3,1,0,M'gladbachBayern Munich
18,2012-01-21,1112,0,0,Augsburg,Freiburg,1,0,0,FreiburgAugsburg
18,2012-01-21,1112,1,0,Hannover,Hoffenheim,0,0,0,HoffenheimHannover
18,2012-01-21,1112,1,0,Werder Bremen,Kaiserslautern,0,0,0,KaiserslauternWerder Bremen
18,2012-01-21,1112,0,0,Hertha,Nurnberg,2,0,0,NurnbergHertha
18,2012-01-21,1112,0,0,Stuttgart,Schalke 04,3,1,0,Schalke 04Stuttgart
18,2012-01-21,1112,0,0,FC Koln,Wolfsburg,1,0,0,WolfsburgFC Koln
18,2012-01-22,1112,3,1,Dortmund,Hamburg,1,5,0,HamburgDortmund
18,2012-01-22,1112,0,0,Mainz,Leverkusen,3,2,0,LeverkusenMainz
19,2012-01-27,1112,0,0,Nurnberg,Hannover,1,0,0,HannoverNurnberg
19,2012-01-28,1112,1,0,Kaiserslautern,Augsburg,2,2,0,AugsburgKaiserslautern
19,2012-01-28,1112,0,0,Wolfsburg,Bayern Munich,2,0,0,Bayern MunichWolfsburg
19,2012-01-28,1112,0,0,Hoffenheim,Dortmund,3,1,0,DortmundHoffenheim
19,2012-01-28,1112,3,1,Schalke 04,FC Koln,1,4,0,FC KolnSchalke 04
19,2012-01-28,1112,3,1,Hamburg,Hertha,1,2,0,HerthaHamburg
19,2012-01-28,1112,1,0,Leverkusen,Werder Bremen,1,1,0,Werder BremenLeverkusen
19,2012-01-29,1112,0,0,Freiburg,Mainz,3,1,0,MainzFreiburg
19,2012-01-29,1112,3,1,M'gladbach,Stuttgart,0,3,0,StuttgartM'gladbach
20,2012-02-03,1112,3,1,Dortmund,Nurnberg,0,2,0,NurnbergDortmund
20,2012-02-04,1112,1,0,Bayern Munich,Hamburg,1,1,0,HamburgBayern Munich
20,2012-02-04,1112,3,1,Hannover,Hertha,0,1,0,HerthaHannover
20,2012-02-04,1112,1,0,Augsburg,Hoffenheim,2,2,0,HoffenheimAugsburg
20,2012-02-04,1112,1,0,Stuttgart,Leverkusen,2,2,0,LeverkusenStuttgart
20,2012-02-04,1112,1,0,Mainz,Schalke 04,1,1,0,Schalke 04Mainz
20,2012-02-04,1112,1,0,M'gladbach,Wolfsburg,0,0,0,WolfsburgM'gladbach
20,2012-02-05,1112,1,0,Werder Bremen,Freiburg,2,2,0,FreiburgWerder Bremen
20,2012-02-05,1112,3,1,FC Koln,Kaiserslautern,0,1,0,KaiserslauternFC Koln
21,2012-02-10,1112,0,0,Freiburg,Wolfsburg,3,2,0,WolfsburgFreiburg
21,2012-02-11,1112,0,0,Kaiserslautern,Bayern Munich,2,0,0,Bayern MunichKaiserslautern
21,2012-02-11,1112,0,0,Leverkusen,Dortmund,1,0,0,DortmundLeverkusen
21,2012-02-11,1112,0,0,Schalke 04,M'gladbach,3,0,0,M'gladbachSchalke 04
21,2012-02-11,1112,1,0,Hannover,Mainz,1,1,0,MainzHannover
21,2012-02-11,1112,0,0,Hertha,Stuttgart,5,0,0,StuttgartHertha
21,2012-02-11,1112,1,0,Hoffenheim,Werder Bremen,1,1,0,Werder BremenHoffenheim
21,2012-02-12,1112,1,0,Nurnberg,Augsburg,0,0,0,AugsburgNurnberg
21,2012-02-12,1112,3,1,Hamburg,FC Koln,0,1,0,FC KolnHamburg
22,2012-02-17,1112,1,0,Mainz,Hoffenheim,1,1,0,HoffenheimMainz
22,2012-02-18,1112,1,0,Bayern Munich,Freiburg,0,0,0,FreiburgBayern Munich
22,2012-02-18,1112,3,1,Werder Bremen,Hamburg,1,3,0,HamburgWerder Bremen
22,2012-02-18,1112,3,1,Dortmund,Hertha,0,1,0,HerthaDortmund
22,2012-02-18,1112,3,1,M'gladbach,Kaiserslautern,1,2,0,KaiserslauternM'gladbach
22,2012-02-18,1112,0,0,Augsburg,Leverkusen,4,1,0,LeverkusenAugsburg
22,2012-02-18,1112,0,0,FC Koln,Nurnberg,2,1,0,NurnbergFC Koln
22,2012-02-19,1112,0,0,Stuttgart,Hannover,4,2,0,HannoverStuttgart
22,2012-02-19,1112,0,0,Wolfsburg,Schalke 04,4,0,0,Schalke 04Wolfsburg
23,2012-02-24,1112,1,0,Hamburg,M'gladbach,1,1,0,M'gladbachHamburg
23,2012-02-25,1112,0,0,Hertha,Augsburg,3,0,0,AugsburgHertha
23,2012-02-25,1112,3,1,Leverkusen,FC Koln,0,2,0,FC KolnLeverkusen
23,2012-02-25,1112,0,0,Kaiserslautern,Mainz,4,0,0,MainzKaiserslautern
23,2012-02-25,1112,0,0,Freiburg,Stuttgart,4,1,0,StuttgartFreiburg
23,2012-02-25,1112,3,1,Nurnberg,Werder Bremen,0,1,0,Werder BremenNurnberg
23,2012-02-25,1112,3,1,Hoffenheim,Wolfsburg,1,2,0,WolfsburgHoffenheim
23,2012-02-26,1112,0,0,Schalke 04,Bayern Munich,2,0,0,Bayern MunichSchalke 04
23,2012-02-26,1112,0,0,Hannover,Dortmund,3,1,0,DortmundHannover
24,2012-03-03,1112,0,0,Mainz,Dortmund,2,1,0,DortmundMainz
24,2012-03-03,1112,0,0,Schalke 04,Freiburg,2,1,0,FreiburgSchalke 04
24,2012-03-03,1112,3,1,Stuttgart,Hamburg,0,4,0,HamburgStuttgart
24,2012-03-03,1112,1,0,Augsburg,Hannover,2,2,0,HannoverAugsburg
24,2012-03-03,1112,0,0,Werder Bremen,Hertha,1,0,0,HerthaWerder Bremen
24,2012-03-03,1112,1,0,Wolfsburg,Kaiserslautern,0,0,0,KaiserslauternWolfsburg
24,2012-03-03,1112,0,0,Bayern Munich,Leverkusen,2,0,0,LeverkusenBayern Munich
24,2012-03-04,1112,1,0,FC Koln,Hoffenheim,1,1,0,HoffenheimFC Koln
24,2012-03-04,1112,0,0,M'gladbach,Nurnberg,1,0,0,NurnbergM'gladbach
25,2012-03-09,1112,1,0,Kaiserslautern,Stuttgart,0,0,0,StuttgartKaiserslautern
25,2012-03-10,1112,1,0,Dortmund,Augsburg,0,0,0,AugsburgDortmund
25,2012-03-10,1112,0,0,Hoffenheim,Bayern Munich,7,1,0,Bayern MunichHoffenheim
25,2012-03-10,1112,0,0,Hertha,FC Koln,1,0,0,FC KolnHertha
25,2012-03-10,1112,1,0,Freiburg,M'gladbach,0,0,0,M'gladbachFreiburg
25,2012-03-10,1112,0,0,Nurnberg,Mainz,2,1,0,MainzNurnberg
25,2012-03-10,1112,0,0,Leverkusen,Wolfsburg,3,2,0,WolfsburgLeverkusen
25,2012-03-11,1112,0,0,Hamburg,Schalke 04,3,1,0,Schalke 04Hamburg
25,2012-03-11,1112,0,0,Hannover,Werder Bremen,3,0,0,Werder BremenHannover
26,2012-03-16,1112,3,1,Stuttgart,Hoffenheim,1,2,0,HoffenheimStuttgart
26,2012-03-17,1112,0,0,Mainz,Augsburg,2,1,0,AugsburgMainz
26,2012-03-17,1112,0,0,Werder Bremen,Dortmund,1,0,0,DortmundWerder Bremen
26,2012-03-17,1112,3,1,Freiburg,Hamburg,1,3,0,HamburgFreiburg
26,2012-03-17,1112,3,1,Bayern Munich,Hertha,0,6,0,HerthaBayern Munich
26,2012-03-17,1112,3,1,M'gladbach,Leverkusen,1,2,0,LeverkusenM'gladbach
26,2012-03-17,1112,3,1,Wolfsburg,Nurnberg,1,3,0,NurnbergWolfsburg
26,2012-03-18,1112,0,0,FC Koln,Hannover,4,1,0,HannoverFC Koln
26,2012-03-18,1112,3,1,Schalke 04,Kaiserslautern,1,4,0,KaiserslauternSchalke 04
27,2012-03-23,1112,0,0,Hamburg,Wolfsburg,2,1,0,WolfsburgHamburg
27,2012-03-24,1112,0,0,Hannover,Bayern Munich,2,1,0,Bayern MunichHannover
27,2012-03-24,1112,0,0,Kaiserslautern,Freiburg,2,0,0,FreiburgKaiserslautern
27,2012-03-24,1112,3,1,Hoffenheim,M'gladbach,1,2,0,M'gladbachHoffenheim
27,2012-03-24,1112,3,1,Hertha,Mainz,1,3,0,MainzHertha
27,2012-03-24,1112,0,0,Leverkusen,Schalke 04,2,0,0,Schalke 04Leverkusen
27,2012-03-24,1112,1,0,Augsburg,Werder Bremen,1,1,0,Werder BremenAugsburg
27,2012-03-25,1112,3,1,Dortmund,FC Koln,1,6,0,FC KolnDortmund
27,2012-03-25,1112,0,0,Nurnberg,Stuttgart,1,0,0,StuttgartNurnberg
28,2012-04-01,1112,0,0,M'gladbach,Hannover,2,1,0,HannoverM'gladbach
28,2012-04-01,1112,1,0,Schalke 04,Hoffenheim,1,1,0,HoffenheimSchalke 04
28,2012-03-30,1112,1,0,Stuttgart,Dortmund,4,4,0,DortmundStuttgart
28,2012-03-31,1112,0,0,FC Koln,Augsburg,2,1,0,AugsburgFC Koln
28,2012-03-31,1112,3,1,Wolfsburg,Hertha,1,4,0,HerthaWolfsburg
28,2012-03-31,1112,3,1,Hamburg,Kaiserslautern,0,1,0,KaiserslauternHamburg
28,2012-03-31,1112,3,1,Freiburg,Leverkusen,0,2,0,LeverkusenFreiburg
28,2012-03-31,1112,3,1,Bayern Munich,Nurnberg,0,1,0,NurnbergBayern Munich
28,2012-03-31,1112,3,1,Mainz,Werder Bremen,0,3,0,Werder BremenMainz
29,2012-04-07,1112,0,0,Augsburg,Bayern Munich,2,1,0,Bayern MunichAugsburg
29,2012-04-07,1112,1,0,Werder Bremen,FC Koln,1,1,0,FC KolnWerder Bremen
29,2012-04-07,1112,1,0,Nurnberg,Freiburg,2,2,0,FreiburgNurnberg
29,2012-04-07,1112,3,1,Hoffenheim,Kaiserslautern,1,2,0,KaiserslauternHoffenheim
29,2012-04-07,1112,1,0,Hertha,M'gladbach,0,0,0,M'gladbachHertha
29,2012-04-07,1112,0,0,Mainz,Stuttgart,4,1,0,StuttgartMainz
29,2012-04-07,1112,3,1,Dortmund,Wolfsburg,1,3,0,WolfsburgDortmund
29,2012-04-08,1112,1,0,Leverkusen,Hamburg,1,1,0,HamburgLeverkusen
29,2012-04-08,1112,0,0,Hannover,Schalke 04,3,0,0,Schalke 04Hannover
30,2012-04-10,1112,3,1,Stuttgart,Augsburg,1,3,0,AugsburgStuttgart
30,2012-04-10,1112,3,1,Freiburg,Hertha,1,2,0,HerthaFreiburg
30,2012-04-10,1112,0,0,FC Koln,Mainz,4,0,0,MainzFC Koln
30,2012-04-10,1112,1,0,M'gladbach,Werder Bremen,2,2,0,Werder BremenM'gladbach
30,2012-04-11,1112,0,0,Bayern Munich,Dortmund,1,0,0,DortmundBayern Munich
30,2012-04-11,1112,0,0,Wolfsburg,Hannover,2,0,0,HannoverWolfsburg
30,2012-04-11,1112,0,0,Hamburg,Hoffenheim,4,0,0,HoffenheimHamburg
30,2012-04-11,1112,0,0,Kaiserslautern,Leverkusen,3,1,0,LeverkusenKaiserslautern
30,2012-04-11,1112,0,0,Schalke 04,Nurnberg,4,1,0,NurnbergSchalke 04
31,2012-04-13,1112,0,0,Werder Bremen,Stuttgart,4,1,0,StuttgartWerder Bremen
31,2012-04-14,1112,1,0,Mainz,Bayern Munich,0,0,0,Bayern MunichMainz
31,2012-04-14,1112,0,0,Hannover,Hamburg,1,0,0,HamburgHannover
31,2012-04-14,1112,3,1,Nurnberg,Kaiserslautern,0,2,0,KaiserslauternNurnberg
31,2012-04-14,1112,1,0,Hertha,Leverkusen,3,3,0,LeverkusenHertha
31,2012-04-14,1112,3,1,Dortmund,Schalke 04,1,2,0,Schalke 04Dortmund
31,2012-04-14,1112,3,1,Augsburg,Wolfsburg,1,2,0,WolfsburgAugsburg
31,2012-04-15,1112,1,0,Hoffenheim,Freiburg,0,0,0,FreiburgHoffenheim
31,2012-04-15,1112,0,0,FC Koln,M'gladbach,3,0,0,M'gladbachFC Koln
32,2012-04-20,1112,1,0,Wolfsburg,Mainz,0,0,0,MainzWolfsburg
32,2012-04-21,1112,0,0,M'gladbach,Dortmund,2,0,0,DortmundM'gladbach
32,2012-04-21,1112,1,0,Stuttgart,FC Koln,1,1,0,FC KolnStuttgart
32,2012-04-21,1112,3,1,Kaiserslautern,Hertha,1,2,0,HerthaKaiserslautern
32,2012-04-21,1112,3,1,Leverkusen,Hoffenheim,0,1,0,HoffenheimLeverkusen
32,2012-04-21,1112,1,0,Hamburg,Nurnberg,1,1,0,NurnbergHamburg
32,2012-04-21,1112,3,1,Bayern Munich,Werder Bremen,1,2,0,Werder BremenBayern Munich
32,2012-04-22,1112,1,0,Schalke 04,Augsburg,1,1,0,AugsburgSchalke 04
32,2012-04-22,1112,1,0,Freiburg,Hannover,0,0,0,HannoverFreiburg
33,2012-04-28,1112,0,0,Stuttgart,Bayern Munich,2,0,0,Bayern MunichStuttgart
33,2012-04-28,1112,0,0,FC Koln,Freiburg,4,1,0,FreiburgFC Koln
33,2012-04-28,1112,1,0,Mainz,Hamburg,0,0,0,HamburgMainz
33,2012-04-28,1112,3,1,Nurnberg,Hoffenheim,2,3,0,HoffenheimNurnberg
33,2012-04-28,1112,3,1,Dortmund,Kaiserslautern,2,5,0,KaiserslauternDortmund
33,2012-04-28,1112,0,0,Hannover,Leverkusen,1,0,0,LeverkusenHannover
33,2012-04-28,1112,1,0,Augsburg,M'gladbach,0,0,0,M'gladbachAugsburg
33,2012-04-28,1112,0,0,Hertha,Schalke 04,4,0,0,Schalke 04Hertha
33,2012-04-28,1112,0,0,Werder Bremen,Wolfsburg,3,1,0,WolfsburgWerder Bremen
34,2012-05-05,1112,0,0,Hamburg,Augsburg,1,0,0,AugsburgHamburg
34,2012-05-05,1112,0,0,Freiburg,Dortmund,4,0,0,DortmundFreiburg
34,2012-05-05,1112,3,1,Bayern Munich,FC Koln,1,4,0,FC KolnBayern Munich
34,2012-05-05,1112,0,0,Kaiserslautern,Hannover,2,1,0,HannoverKaiserslautern
34,2012-05-05,1112,0,0,Hoffenheim,Hertha,3,1,0,HerthaHoffenheim
34,2012-05-05,1112,3,1,M'gladbach,Mainz,0,3,0,MainzM'gladbach
34,2012-05-05,1112,3,1,Leverkusen,Nurnberg,1,4,0,NurnbergLeverkusen
34,2012-05-05,1112,0,0,Wolfsburg,Stuttgart,3,2,0,StuttgartWolfsburg
34,2012-05-05,1112,3,1,Schalke 04,Werder Bremen,2,3,0,Werder BremenSchalke 04
1,2012-08-24,1213,0,0,Werder Bremen,Dortmund,2,1,0,DortmundWerder Bremen
1,2012-08-25,1213,3,1,Fortuna Dusseldorf,Augsburg,0,2,0,AugsburgFortuna Dusseldorf
1,2012-08-25,1213,0,0,Leverkusen,Ein Frankfurt,2,1,0,Ein FrankfurtLeverkusen
1,2012-08-25,1213,1,0,Mainz,Freiburg,1,1,0,FreiburgMainz
1,2012-08-25,1213,3,1,Bayern Munich,Greuther Furth,0,3,0,Greuther FurthBayern Munich
1,2012-08-25,1213,3,1,Nurnberg,Hamburg,0,1,0,HamburgNurnberg
1,2012-08-25,1213,0,0,Hoffenheim,M'gladbach,2,1,0,M'gladbachHoffenheim
1,2012-08-25,1213,3,1,Wolfsburg,Stuttgart,0,1,0,StuttgartWolfsburg
1,2012-08-26,1213,1,0,Schalke 04,Hannover,2,2,0,HannoverSchalke 04
2,2012-09-01,1213,1,0,M'gladbach,Fortuna Dusseldorf,0,0,0,Fortuna DusseldorfM'gladbach
2,2012-09-01,1213,3,1,Ein Frankfurt,Hoffenheim,0,4,0,HoffenheimEin Frankfurt
2,2012-09-01,1213,0,0,Freiburg,Leverkusen,2,0,0,LeverkusenFreiburg
2,2012-09-01,1213,1,0,Dortmund,Nurnberg,1,1,0,NurnbergDortmund
2,2012-09-01,1213,0,0,Augsburg,Schalke 04,3,1,0,Schalke 04Augsburg
2,2012-09-01,1213,0,0,Hamburg,Werder Bremen,2,0,0,Werder BremenHamburg
2,2012-09-02,1213,0,0,Stuttgart,Bayern Munich,6,1,0,Bayern MunichStuttgart
2,2012-09-02,1213,3,1,Hannover,Wolfsburg,0,4,0,WolfsburgHannover
2,2012-08-31,1213,3,1,Greuther Furth,Mainz,0,1,0,MainzGreuther Furth
3,2012-09-14,1213,1,0,Wolfsburg,Augsburg,0,0,0,AugsburgWolfsburg
3,2012-09-15,1213,0,0,Mainz,Bayern Munich,3,1,0,Bayern MunichMainz
3,2012-09-15,1213,0,0,Leverkusen,Dortmund,3,0,0,DortmundLeverkusen
3,2012-09-15,1213,3,1,Schalke 04,Greuther Furth,0,2,0,Greuther FurthSchalke 04
3,2012-09-15,1213,0,0,Werder Bremen,Hannover,3,2,0,HannoverWerder Bremen
3,2012-09-15,1213,3,1,Nurnberg,M'gladbach,2,3,0,M'gladbachNurnberg
3,2012-09-15,1213,1,0,Fortuna Dusseldorf,Stuttgart,0,0,0,StuttgartFortuna Dusseldorf
3,2012-09-16,1213,0,0,Hamburg,Ein Frankfurt,3,2,0,Ein FrankfurtHamburg
3,2012-09-16,1213,0,0,Hoffenheim,Freiburg,5,3,0,FreiburgHoffenheim
4,2012-09-21,1213,3,1,Ein Frankfurt,Nurnberg,1,2,0,NurnbergEin Frankfurt
4,2012-09-22,1213,1,0,Freiburg,Fortuna Dusseldorf,0,0,0,Fortuna DusseldorfFreiburg
4,2012-09-22,1213,0,0,Dortmund,Hamburg,3,2,0,HamburgDortmund
4,2012-09-22,1213,0,0,Augsburg,Mainz,2,0,0,MainzAugsburg
4,2012-09-22,1213,3,1,Bayern Munich,Schalke 04,0,2,0,Schalke 04Bayern Munich
4,2012-09-22,1213,1,0,Greuther Furth,Wolfsburg,1,1,0,WolfsburgGreuther Furth
4,2012-09-23,1213,0,0,Hannover,Hoffenheim,3,1,0,HoffenheimHannover
4,2012-09-23,1213,1,0,M'gladbach,Leverkusen,1,1,0,LeverkusenM'gladbach
4,2012-09-23,1213,1,0,Stuttgart,Werder Bremen,2,2,0,Werder BremenStuttgart
5,2012-09-25,1213,0,0,Wolfsburg,Bayern Munich,3,0,0,Bayern MunichWolfsburg
5,2012-09-25,1213,1,0,Dortmund,Ein Frankfurt,3,3,0,Ein FrankfurtDortmund
5,2012-09-25,1213,3,1,Fortuna Dusseldorf,Greuther Furth,0,2,0,Greuther FurthFortuna Dusseldorf
5,2012-09-25,1213,0,0,Mainz,Schalke 04,3,0,0,Schalke 04Mainz
5,2012-09-26,1213,3,1,Leverkusen,Augsburg,1,3,0,AugsburgLeverkusen
5,2012-09-26,1213,3,1,Werder Bremen,Freiburg,1,2,0,FreiburgWerder Bremen
5,2012-09-26,1213,0,0,Nurnberg,Hannover,4,1,0,HannoverNurnberg
5,2012-09-26,1213,1,0,Hamburg,M'gladbach,2,2,0,M'gladbachHamburg
5,2012-09-26,1213,3,1,Hoffenheim,Stuttgart,0,3,0,StuttgartHoffenheim
6,2012-09-28,1213,1,0,Schalke 04,Fortuna Dusseldorf,2,2,0,Fortuna DusseldorfSchalke 04
6,2012-09-29,1213,0,0,M'gladbach,Dortmund,5,0,0,DortmundM'gladbach
6,2012-09-29,1213,0,0,Hannover,Hamburg,1,0,0,HamburgHannover
6,2012-09-29,1213,1,0,Augsburg,Hoffenheim,0,0,0,HoffenheimAugsburg
6,2012-09-29,1213,0,0,Greuther Furth,Leverkusen,2,0,0,LeverkusenGreuther Furth
6,2012-09-29,1213,3,1,Stuttgart,Nurnberg,0,2,0,NurnbergStuttgart
6,2012-09-29,1213,3,1,Bayern Munich,Werder Bremen,0,2,0,Werder BremenBayern Munich
6,2012-09-30,1213,0,0,Freiburg,Ein Frankfurt,2,1,0,Ein FrankfurtFreiburg
6,2012-09-30,1213,3,1,Mainz,Wolfsburg,0,2,0,WolfsburgMainz
7,2012-10-05,1213,0,0,Werder Bremen,Augsburg,3,1,0,AugsburgWerder Bremen
7,2012-10-06,1213,0,0,Hoffenheim,Bayern Munich,2,0,0,Bayern MunichHoffenheim
7,2012-10-06,1213,0,0,Nurnberg,Freiburg,3,0,0,FreiburgNurnberg
7,2012-10-06,1213,3,1,Hamburg,Greuther Furth,0,1,0,Greuther FurthHamburg
7,2012-10-06,1213,0,0,Fortuna Dusseldorf,Mainz,1,0,0,MainzFortuna Dusseldorf
7,2012-10-06,1213,0,0,Wolfsburg,Schalke 04,3,0,0,Schalke 04Wolfsburg
7,2012-10-07,1213,1,0,Dortmund,Hannover,1,1,0,HannoverDortmund
7,2012-10-07,1213,0,0,Ein Frankfurt,M'gladbach,2,0,0,M'gladbachEin Frankfurt
7,2012-10-07,1213,1,0,Leverkusen,Stuttgart,2,2,0,StuttgartLeverkusen
8,2012-10-19,1213,1,0,Greuther Furth,Hoffenheim,3,3,0,HoffenheimGreuther Furth
8,2012-10-20,1213,3,1,Schalke 04,Dortmund,1,2,0,DortmundSchalke 04
8,2012-10-20,1213,0,0,Hannover,Ein Frankfurt,3,1,0,Ein FrankfurtHannover
8,2012-10-20,1213,3,1,Bayern Munich,Fortuna Dusseldorf,0,5,0,Fortuna DusseldorfBayern Munich
8,2012-10-20,1213,1,0,Mainz,Leverkusen,2,2,0,LeverkusenMainz
8,2012-10-20,1213,0,0,M'gladbach,Werder Bremen,4,0,0,Werder BremenM'gladbach
8,2012-10-20,1213,3,1,Freiburg,Wolfsburg,0,2,0,WolfsburgFreiburg
8,2012-10-21,1213,3,1,Stuttgart,Hamburg,0,1,0,HamburgStuttgart
8,2012-10-21,1213,1,0,Augsburg,Nurnberg,0,0,0,NurnbergAugsburg
9,2012-10-26,1213,3,1,Hamburg,Augsburg,0,2,0,AugsburgHamburg
9,2012-10-27,1213,3,1,Wolfsburg,Fortuna Dusseldorf,1,4,0,Fortuna DusseldorfWolfsburg
9,2012-10-27,1213,3,1,Dortmund,Freiburg,0,2,0,FreiburgDortmund
9,2012-10-27,1213,1,0,Werder Bremen,Greuther Furth,1,1,0,Greuther FurthWerder Bremen
9,2012-10-27,1213,0,0,Hoffenheim,Mainz,3,0,0,MainzHoffenheim
9,2012-10-27,1213,0,0,Nurnberg,Schalke 04,1,0,0,Schalke 04Nurnberg
9,2012-10-28,1213,3,1,Leverkusen,Bayern Munich,1,2,0,Bayern MunichLeverkusen
9,2012-10-28,1213,3,1,M'gladbach,Hannover,2,3,0,HannoverM'gladbach
9,2012-10-28,1213,0,0,Ein Frankfurt,Stuttgart,2,1,0,StuttgartEin Frankfurt
10,2012-11-02,1213,1,0,Greuther Furth,Ein Frankfurt,1,1,0,Ein FrankfurtGreuther Furth
10,2012-11-03,1213,1,0,Stuttgart,Dortmund,0,0,0,DortmundStuttgart
10,2012-11-03,1213,3,1,Bayern Munich,Hamburg,0,3,0,HamburgBayern Munich
10,2012-11-03,1213,0,0,Augsburg,Hannover,2,0,0,HannoverAugsburg
10,2012-11-03,1213,0,0,Schalke 04,Hoffenheim,3,2,0,HoffenheimSchalke 04
10,2012-11-03,1213,1,0,Freiburg,M'gladbach,1,1,0,M'gladbachFreiburg
10,2012-11-03,1213,0,0,Wolfsburg,Nurnberg,1,0,0,NurnbergWolfsburg
10,2012-11-04,1213,0,0,Fortuna Dusseldorf,Leverkusen,3,2,0,LeverkusenFortuna Dusseldorf
10,2012-11-04,1213,0,0,Mainz,Werder Bremen,2,1,0,Werder BremenMainz
11,2012-11-09,1213,0,0,Nurnberg,Mainz,2,1,0,MainzNurnberg
11,2012-11-10,1213,3,1,Dortmund,Augsburg,1,3,0,AugsburgDortmund
11,2012-11-10,1213,0,0,Ein Frankfurt,Bayern Munich,2,0,0,Bayern MunichEin Frankfurt
11,2012-11-10,1213,1,0,Hoffenheim,Fortuna Dusseldorf,1,1,0,Fortuna DusseldorfHoffenheim
11,2012-11-10,1213,1,0,Hamburg,Freiburg,0,0,0,FreiburgHamburg
11,2012-11-10,1213,0,0,Werder Bremen,Schalke 04,2,1,0,Schalke 04Werder Bremen
11,2012-11-11,1213,3,1,M'gladbach,Greuther Furth,2,4,0,Greuther FurthM'gladbach
11,2012-11-11,1213,3,1,Hannover,Stuttgart,2,4,0,StuttgartHannover
11,2012-11-11,1213,0,0,Leverkusen,Wolfsburg,3,1,0,WolfsburgLeverkusen
12,2012-11-17,1213,0,0,Greuther Furth,Dortmund,3,1,0,DortmundGreuther Furth
12,2012-11-17,1213,0,0,Augsburg,Ein Frankfurt,4,2,0,Ein FrankfurtAugsburg
12,2012-11-17,1213,0,0,Mainz,Hamburg,1,0,0,HamburgMainz
12,2012-11-17,1213,3,1,Freiburg,Hannover,1,2,0,HannoverFreiburg
12,2012-11-17,1213,0,0,Schalke 04,Leverkusen,2,0,0,LeverkusenSchalke 04
12,2012-11-17,1213,3,1,Stuttgart,M'gladbach,1,2,0,M'gladbachStuttgart
12,2012-11-17,1213,1,0,Bayern Munich,Nurnberg,1,1,0,NurnbergBayern Munich
12,2012-11-18,1213,3,1,Wolfsburg,Hoffenheim,1,3,0,HoffenheimWolfsburg
12,2012-11-18,1213,0,0,Fortuna Dusseldorf,Werder Bremen,2,1,0,Werder BremenFortuna Dusseldorf
13,2012-11-23,1213,0,0,Hamburg,Fortuna Dusseldorf,2,0,0,Fortuna DusseldorfHamburg
13,2012-11-24,1213,0,0,Hannover,Bayern Munich,5,0,0,Bayern MunichHannover
13,2012-11-24,1213,1,0,Nurnberg,Greuther Furth,0,0,0,Greuther FurthNurnberg
13,2012-11-24,1213,3,1,Dortmund,Mainz,1,2,0,MainzDortmund
13,2012-11-24,1213,1,0,Ein Frankfurt,Schalke 04,1,1,0,Schalke 04Ein Frankfurt
13,2012-11-24,1213,1,0,Werder Bremen,Wolfsburg,1,1,0,WolfsburgWerder Bremen
13,2012-11-25,1213,1,0,M'gladbach,Augsburg,1,1,0,AugsburgM'gladbach
13,2012-11-25,1213,0,0,Stuttgart,Freiburg,3,0,0,FreiburgStuttgart
13,2012-11-25,1213,3,1,Leverkusen,Hoffenheim,1,2,0,HoffenheimLeverkusen
14,2012-11-27,1213,1,0,Fortuna Dusseldorf,Dortmund,1,1,0,DortmundFortuna Dusseldorf
14,2012-11-27,1213,3,1,Mainz,Ein Frankfurt,1,3,0,Ein FrankfurtMainz
14,2012-11-27,1213,0,0,Schalke 04,Hamburg,3,1,0,HamburgSchalke 04
14,2012-11-27,1213,0,0,Greuther Furth,Hannover,2,0,0,HannoverGreuther Furth
14,2012-11-28,1213,3,1,Bayern Munich,Freiburg,0,2,0,FreiburgBayern Munich
14,2012-11-28,1213,0,0,Wolfsburg,M'gladbach,2,0,0,M'gladbachWolfsburg
14,2012-11-28,1213,0,0,Hoffenheim,Nurnberg,4,2,0,NurnbergHoffenheim
